,Title,Price,Availability,Rating,Product Page,Genre,Rating_Numeric
168,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,In stock,Five,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,Philosophy,5
169,Critique of Pure Reason,20.75,In stock,One,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,Philosophy,1
170,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,In stock,One,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,Philosophy,1
171,The Nicomachean Ethics,36.34,In stock,One,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,Philosophy,1
172,Meditations,25.89,In stock,Two,https://books.toscrape.com/catalogue/meditations_33/index.html,Philosophy,2
173,Beyond Good and Evil,43.38,In stock,One,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,Philosophy,1
174,Chase Me (Paris Nights #2),25.27,In stock,Five,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Romance,5
175,Black Dust,34.53,In stock,Five,https://books.toscrape.com/catalogue/black-dust_976/index.html,Romance,5
176,Her Backup Boyfriend (The Sorensen Family #1),33.97,In stock,One,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Romance,1
177,First and First (Five Boroughs #3),15.97,In stock,Four,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,Romance,4
178,Fifty Shades Darker (Fifty Shades #2),21.96,In stock,One,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Romance,1
179,The Wedding Dress,24.12,In stock,One,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,Romance,1
180,Suddenly in Love (Lake Haven #1),55.99,In stock,Two,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Romance,2
181,Something More Than This,16.24,In stock,Four,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Romance,4
182,Doing It Over (Most Likely To #1),35.61,In stock,Three,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,Romance,3
183,The Wedding Pact (The O'Malleys #2),32.61,In stock,Three,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,Romance,3
184,Hold Your Breath (Search and Rescue #1),28.82,In stock,One,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,Romance,1
185,Dirty (Dive Bar #1),40.83,In stock,Four,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Romance,4
186,Take Me Home Tonight (Rock Star Romance #3),53.98,In stock,Three,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Romance,3
187,Off the Hook (Fishing for Trouble #1),47.67,In stock,Three,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Romance,3
188,A Gentleman's Position (Society of Gentlemen #3),14.75,In stock,Five,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,Romance,5
189,"Sit, Stay, Love",20.9,In stock,Three,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,Romance,3
190,A Girl's Guide to Moving On (New Beginnings #2),31.3,In stock,One,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,Romance,1
191,The Perfect Play (Play by Play #1),59.99,In stock,Three,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,Romance,3
192,Dark Lover (Black Dagger Brotherhood #1),12.87,In stock,One,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,Romance,1
193,Changing the Game (Play by Play #2),13.38,In stock,Three,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,Romance,3
194,A Walk to Remember,56.43,In stock,One,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,Romance,1
195,The Purest Hook (Second Circle Tattoos #3),12.25,In stock,One,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,Romance,1
196,The Obsession,45.43,In stock,One,https://books.toscrape.com/catalogue/the-obsession_268/index.html,Romance,1
197,Reservations for Two,11.1,In stock,Three,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,Romance,3
198,Best of My Love (Fool's Gold #20),27.41,In stock,Two,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,Romance,2
199,Where Lightning Strikes (Bleeding Stars #3),39.77,In stock,Three,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,Romance,3
200,This One Moment (Pushing Limits #1),48.71,In stock,One,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,Romance,1
201,"Rhythm, Chord & Malykhin",28.34,In stock,Two,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,Romance,2
202,My Perfect Mistake (Over the Top #1),38.92,In stock,Two,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,Romance,2
203,Listen to Me (Fusion #1),58.99,In stock,Three,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,Romance,3
204,Imperfect Harmony,34.74,In stock,Four,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,Romance,4
205,Fighting Fate (Fighting #6),39.24,In stock,Three,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,Romance,3
206,Deep Under (Walker Security #1),47.09,In stock,Five,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,Romance,5
207,Charity's Cross (Charles Towne Belles #4),41.24,In stock,One,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,Romance,1
208,Bounty (Colorado Mountain #7),37.26,In stock,Four,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,Romance,4
209,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,In stock,Four,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Womens Fiction,4
210,Will You Won't You Want Me?,13.86,In stock,Three,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Womens Fiction,3
211,Keep Me Posted,20.46,In stock,Four,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Womens Fiction,4
212,Grey (Fifty Shades #4),48.49,In stock,Four,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Womens Fiction,4
213,Meternity,43.58,In stock,Three,https://books.toscrape.com/catalogue/meternity_478/index.html,Womens Fiction,3
214,Some Women,13.73,In stock,Five,https://books.toscrape.com/catalogue/some-women_341/index.html,Womens Fiction,5
215,Shopaholic Ties the Knot (Shopaholic #3),48.39,In stock,Five,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,Womens Fiction,5
216,Can You Keep a Secret?,21.94,In stock,One,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,Womens Fiction,1
217,Twenties Girl,42.8,In stock,Two,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,Womens Fiction,2
218,The Undomestic Goddess,45.75,In stock,Four,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,Womens Fiction,4
219,The Nanny Diaries (Nanny #1),52.53,In stock,Five,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,Womens Fiction,5
220,The Devil Wears Prada (The Devil Wears Prada #1),44.29,In stock,One,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,Womens Fiction,1
221,Something Borrowed (Darcy & Rachel #1),48.96,In stock,Five,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,Womens Fiction,5
222,Something Blue (Darcy & Rachel #2),54.62,In stock,One,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,Womens Fiction,1
223,I've Got Your Number,19.69,In stock,One,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,Womens Fiction,1
224,The Edge of Reason (Bridget Jones #2),19.18,In stock,Four,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,Womens Fiction,4
225,Bridget Jones's Diary (Bridget Jones #1),29.82,In stock,One,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,Womens Fiction,1
226,Soumission,50.1,In stock,One,https://books.toscrape.com/catalogue/soumission_998/index.html,Fiction,1
227,Private Paris (Private #10),47.61,In stock,Five,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Fiction,5
228,"We Love You, Charlie Freeman",50.27,In stock,Five,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,Fiction,5
229,Thirst,17.27,In stock,Five,https://books.toscrape.com/catalogue/thirst_946/index.html,Fiction,5
230,The Murder That Never Was (Forensic Instincts #5),54.11,In stock,Three,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,Fiction,3
231,Tuesday Nights in 1980,21.04,In stock,Two,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Fiction,2
232,The Vacationers,42.15,In stock,Four,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,Fiction,4
233,The Regional Office Is Under Attack!,51.36,In stock,Five,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,Fiction,5
234,Finders Keepers (Bill Hodges Trilogy #2),53.53,In stock,Five,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,Fiction,5
235,The Time Keeper,27.88,In stock,Five,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,Fiction,5
236,The Testament of Mary,52.67,In stock,Four,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,Fiction,4
237,The First Hostage (J.B. Collins #2),25.85,In stock,Three,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,Fiction,3
238,Take Me with You,45.21,In stock,Three,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,Fiction,3
239,Still Life with Bread Crumbs,26.41,In stock,Three,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,Fiction,3
240,Shtum,55.84,In stock,Four,https://books.toscrape.com/catalogue/shtum_733/index.html,Fiction,4
241,My Name Is Lucy Barton,41.56,In stock,One,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,Fiction,1
242,My Mrs. Brown,24.48,In stock,Three,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,Fiction,3
243,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,In stock,One,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,Fiction,1
244,I Am Pilgrim (Pilgrim #1),10.6,In stock,Four,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,Fiction,4
245,Eligible (The Austen Project #4),27.09,In stock,Three,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,Fiction,3
246,Eight Hundred Grapes,14.39,In stock,Four,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,Fiction,4
247,Dear Mr. Knightley,11.21,In stock,Five,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,Fiction,5
248,Cometh the Hour (The Clifton Chronicles #6),25.01,In stock,Three,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,Fiction,3
249,Balloon Animals,17.03,In stock,Three,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,Fiction,3
250,A Man Called Ove,39.72,In stock,One,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,Fiction,1
251,The Silent Sister (Riley MacPherson #1),46.29,In stock,Five,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,Fiction,5
252,The Dinner Party,56.54,In stock,Two,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,Fiction,2
253,The Improbability of Love,59.45,In stock,One,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,Fiction,1
254,Mothering Sunday,13.34,In stock,Two,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,Fiction,2
255,Lies and Other Acts of Love,45.14,In stock,One,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,Fiction,1
256,Daredevils,16.34,In stock,Three,https://books.toscrape.com/catalogue/daredevils_590/index.html,Fiction,3
257,11/22/63,48.48,In stock,Three,https://books.toscrape.com/catalogue/112263_583/index.html,Fiction,3
258,The Shack,28.03,In stock,One,https://books.toscrape.com/catalogue/the-shack_576/index.html,Fiction,1
259,The High Mountains of Portugal,51.15,In stock,One,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,Fiction,1
260,Miller's Valley,58.54,In stock,Two,https://books.toscrape.com/catalogue/millers-valley_534/index.html,Fiction,2
261,Hystopia: A Novel,21.96,In stock,Four,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,Fiction,4
262,The Bourne Identity (Jason Bourne #1),42.78,In stock,Four,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,Fiction,4
263,Sister Dear,40.2,In stock,Four,https://books.toscrape.com/catalogue/sister-dear_485/index.html,Fiction,4
264,Memoirs of a Geisha,49.67,In stock,Three,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,Fiction,3
265,Me Before You (Me Before You #1),19.02,In stock,One,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,Fiction,1
266,Deception Point,40.32,In stock,Four,https://books.toscrape.com/catalogue/deception-point_426/index.html,Fiction,4
267,The Little Paris Bookshop,24.73,In stock,Three,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,Fiction,3
268,The Firm,45.56,In stock,Three,https://books.toscrape.com/catalogue/the-firm_404/index.html,Fiction,3
269,The Expatriates,44.58,In stock,Two,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,Fiction,2
270,Siddhartha,34.22,In stock,Five,https://books.toscrape.com/catalogue/siddhartha_393/index.html,Fiction,5
271,Last One Home (New Beginnings #1),59.98,In stock,Three,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,Fiction,3
272,Digital Fortress,58.0,In stock,Five,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,Fiction,5
273,Atlas Shrugged,26.58,In stock,Five,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,Fiction,5
274,Three-Martini Lunch,23.21,In stock,Three,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,Fiction,3
275,The Nightingale,26.26,In stock,Four,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,Fiction,4
276,The Infinities,27.41,In stock,One,https://books.toscrape.com/catalogue/the-infinities_257/index.html,Fiction,1
277,The Husband's Secret,52.51,In stock,Five,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,Fiction,5
278,The Da Vinci Code (Robert Langdon #2),22.96,In stock,Two,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,Fiction,2
279,The Art of Fielding,22.1,In stock,One,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,Fiction,1
280,Lila (Gilead #3),12.47,In stock,Three,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,Fiction,3
281,Jurassic Park (Jurassic Park #1),44.97,In stock,One,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,Fiction,1
282,Inferno (Robert Langdon #4),41.0,In stock,Five,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,Fiction,5
283,Crazy Rich Asians (Crazy Rich Asians #1),49.13,In stock,Five,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,Fiction,5
284,Big Little Lies,22.11,In stock,One,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,Fiction,1
285,The Course of Love,16.78,In stock,Three,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,Fiction,3
286,When I'm Gone,51.96,In stock,Three,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,Fiction,3
287,The Silent Wife,12.34,In stock,Five,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,Fiction,5
288,The Bette Davis Club,30.66,In stock,Three,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,Fiction,3
289,Kitchens of the Great Midwest,57.2,In stock,Five,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,Fiction,5
290,Bright Lines,39.07,In stock,Five,https://books.toscrape.com/catalogue/bright-lines_11/index.html,Fiction,5
291,Birdsong: A Story in Pictures,54.64,In stock,Three,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Childrens,3
292,The Bear and the Piano,36.89,In stock,One,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,Childrens,1
293,The Secret of Dreadwillow Carse,56.13,In stock,One,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,Childrens,1
294,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,In stock,Four,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,Childrens,4
295,Little Red,13.47,In stock,Three,https://books.toscrape.com/catalogue/little-red_817/index.html,Childrens,3
296,Walt Disney's Alice in Wonderland,12.96,In stock,Five,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,Childrens,5
297,Twenty Yawns,22.08,In stock,Two,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,Childrens,2
298,Rain Fish,23.57,In stock,Three,https://books.toscrape.com/catalogue/rain-fish_728/index.html,Childrens,3
299,Once Was a Time,18.28,In stock,Two,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,Childrens,2
300,Luis Paints the World,53.95,In stock,Three,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,Childrens,3
301,Nap-a-Roo,25.08,In stock,One,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Childrens,1
302,The Whale,35.96,In stock,Four,https://books.toscrape.com/catalogue/the-whale_501/index.html,Childrens,4
303,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,In stock,Three,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,Childrens,3
304,Raymie Nightingale,34.41,In stock,Two,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,Childrens,2
305,Playing from the Heart,32.38,In stock,One,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,Childrens,1
306,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,In stock,One,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,Childrens,1
307,The Wild Robot,56.07,In stock,Three,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,Childrens,3
308,The Thing About Jellyfish,48.77,In stock,One,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,Childrens,1
309,The Lonely Ones,43.59,In stock,Five,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,Childrens,5
310,The Day the Crayons Came Home (Crayons),26.33,In stock,Five,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,Childrens,5
311,The Cat in the Hat (Beginner Books B-1),16.26,In stock,Two,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,Childrens,2
312,Red: The True Story of Red Riding Hood,28.54,In stock,Three,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,Childrens,3
313,Horrible Bear!,37.52,In stock,Two,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,Childrens,2
314,Green Eggs and Ham (Beginner Books B-16),10.79,In stock,Four,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,Childrens,4
315,Counting Thyme,10.62,In stock,One,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,Childrens,1
316,Are We There Yet?,10.66,In stock,Three,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Childrens,3
317,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,In stock,Four,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,Childrens,4
318,Matilda,28.34,In stock,One,https://books.toscrape.com/catalogue/matilda_32/index.html,Childrens,1
319,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,In stock,Three,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,Childrens,3
320,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,In stock,Two,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,Religion,2
321,You Are What You Love: The Spiritual Power of Habit,21.87,In stock,Four,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,Religion,4
322,God: The Most Unpleasant Character in All Fiction,30.03,In stock,Five,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,Religion,5
323,The Book of Mormon,24.57,In stock,Three,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,Religion,3
324,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,In stock,One,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,Religion,1
325,The Bhagavad Gita,57.49,In stock,Three,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,Religion,3
326,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,In stock,Four,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,Religion,4
327,Worlds Elsewhere: Journeys Around Shakespeare's Globe,40.3,In stock,Five,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Nonfiction,5
328,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,In stock,Three,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,Nonfiction,3
329,Reasons to Stay Alive,26.41,In stock,Two,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Nonfiction,2
330,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,In stock,Five,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,Nonfiction,5
331,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,In stock,Four,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,Nonfiction,4
332,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,In stock,Three,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Nonfiction,3
333,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,In stock,Three,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,Nonfiction,3
334,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,In stock,One,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,Nonfiction,1
335,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,In stock,One,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,Nonfiction,1
336,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,In stock,Four,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Nonfiction,4
337,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,In stock,Two,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Nonfiction,2
338,In the Country We Love: My Family Divided,22.0,In stock,Four,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,Nonfiction,4
339,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,In stock,Two,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Nonfiction,2
340,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,In stock,Five,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Nonfiction,5
341,Algorithms to Live By: The Computer Science of Human Decisions,30.81,In stock,One,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,Nonfiction,1
342,The Power of Now: A Guide to Spiritual Enlightenment,43.54,In stock,Two,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,Nonfiction,2
343,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,In stock,Two,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,Nonfiction,2
344,The Genius of Birds,17.24,In stock,One,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,Nonfiction,1
345,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,In stock,Five,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,Nonfiction,5
346,So You've Been Publicly Shamed,12.23,In stock,Two,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,Nonfiction,2
347,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,In stock,Three,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,Nonfiction,3
348,Big Magic: Creative Living Beyond Fear,30.8,In stock,Three,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,Nonfiction,3
349,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,In stock,Two,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,Nonfiction,2
350,Agnostic: A Spirited Manifesto,12.51,In stock,Five,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,Nonfiction,5
351,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,In stock,Four,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,Nonfiction,4
352,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,In stock,Two,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,Nonfiction,2
353,The Year of Magical Thinking,43.04,In stock,Two,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,Nonfiction,2
354,The Literature Book (Big Ideas Simply Explained),17.43,In stock,Three,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,Nonfiction,3
